FilterItLogS,ZMIC1,Lipinski,RNCG,BCUTv-1l,PEOE_VSA6,ABC,GhoseFilter,ATSC0p,SIC0,ETA_dEpsilon_D,AATSC0c,PEOE_VSA7,PNSA1,FPSA3,AMID_O,Mor20m,ATS0Z,ATSC1se,ATSC2se,logS
-1.5377462934674953,22.108458593344352,1,0.6774367609425247,14.708164317612267,17.696185628620217,5.875633848974738,0,3.861248463396,0.3179455553999495,0.0550925925925925,0.0242067514077139,19.056471336613843,112.16776137021132,0.0536353890073571,0.2184477009934715,0.495885360003897,324.0,-0.1214449999999995,0.0620405624999999,-0.73
0.0037153563930183,24.127456132719484,1,0.3634825657728475,14.702706941327778,0.0,5.415816237971963,0,3.6151297800752,0.3448619546669418,0.0,0.0203793603435712,0.0,30.525595244734237,0.0420447119457798,0.2129184308183638,0.1052787947444845,354.0,0.0039375600000011,0.4786877200000022,0.94
-2.0084753522069088,30.423328236220115,1,0.1808380024805676,14.701780216270285,13.847474399381248,10.132954792899328,1,5.698408700228712,0.3418776106000334,0.0414285714285713,0.0234516788644749,12.84164324585202,136.4514102423173,0.0335326210249195,0.3760789149562786,0.1311980385453615,628.0,-0.1626880000000002,1.808779020408162,-2.23
-1.8935864143233605,23.72654613161715,1,0.4245671205720752,20.42705985480656,0.0,3.047206724228547,0,4.2867074750427285,0.4149153817759055,0.0,0.0040395812727103,6.923737199690624,141.57746462513762,0.0154227813475667,0.0,0.1635946769601834,692.0,-0.0023566611570248,-0.277283917355372,-1.6
-3.2788195352032306,34.9761493040408,1,0.1969160118108311,14.702709388397633,0.0,14.78494120276069,1,7.185517271570727,0.3115313505606862,0.0,0.0169439502192891,31.18920547353706,111.0237346728612,0.044322934510434,0.0938704563438924,0.4354903109588646,778.0,-0.0437677722681365,0.4062741120293835,-2.62
-0.4229175493769162,27.50210646629833,1,0.2051791009800483,14.701652562236898,0.0,5.944583534196036,0,1.6161944525583996,0.5933152489026101,0.1574999999999998,0.0715409836994649,0.0,169.06119508392,0.0746710711016746,0.6518845537728615,0.1021878471316876,400.0,-0.7314943999999998,0.6858623999999997,-0.4
-1.9334213848150248,23.00989850849939,1,0.1572664860610682,20.273157093326592,35.89528683400505,5.059137268047012,0,3.757317330102932,0.2551368172689722,0.0,0.0029737078952921,6.923737199690624,98.9347998586692,0.03116929594767,0.0,0.3636509155731007,260.0,9.455768685335329e-16,-0.0072729066666658,-2.21
-1.7384143688016214,16.281626451835294,1,0.6336881141219429,14.702719807466298,13.344558822616634,4.461420286601642,0,4.063287563332421,0.2748250104532309,0.0,0.0066371922115857,13.344558822616634,80.26735994919825,0.0222387209081826,0.2403449446344127,-0.020384406129951,292.0,-0.0024476454293624,0.1097784044321326,-0.8
0.814664405997089,17.25,1,0.4738435524075167,15.594673424112235,0.0,2.449489742783178,0,4.264824699698,0.5833333333333334,0.3333333333333333,0.0514393617155955,12.217873443046695,108.59761245999316,0.0779687334372119,0.0,0.0437958134921973,394.0,-0.3897188906249996,0.4108237656249998,0.32
-5.476098173351177,68.89526559732569,1,0.2841004465602195,14.651596877182929,58.00469945116258,10.382142733160748,0,3.1279954285714284,0.4536999331391318,0.0,0.0231957593242701,0.0,353.62702134882653,0.0089637437381148,0.2432461192889352,2.007480557911952,1838.0,0.4353920000000034,-0.4225460357142817,-5.82
-3.371932386945561,43.7709762989226,1,0.6564847878898402,14.7081641030304,34.802819670697545,7.427746781790429,0,4.1290488268823085,0.4799048446968728,0.062034632034632,0.0311325381407466,6.06636706846161,229.52879909393607,0.0353898462620141,0.1745452505679084,0.994506584769235,1150.0,-0.3237369230769233,-0.3183437218934918,-2.21
-0.5786733952133488,26.490360470993423,1,0.4355215913052869,14.70714934261568,12.13273413692322,5.835193734454857,0,3.249409532053713,0.3805307530778357,0.1183333333333334,0.0538391164551665,12.13273413692322,119.1236860499613,0.0839619016032783,0.4361424620089954,0.6150635906218671,350.0,-0.3953691428571421,-0.0521000816326533,0.62
-3.364429757905245,39.29022709499203,1,0.2714162305665289,20.27943696566245,17.667306958694127,5.875633848974738,0,17.825581312930662,0.4535095090581451,0.0,0.0029956323196733,40.789971832452885,219.4962222663897,0.0164210606338334,0.0,1.3559215306055556,3318.0,-5.551659440803127e-17,-0.0008760416666667,-3.55
-3.5830040465119937,34.62932163873129,1,0.4071585125802258,14.701396700213568,45.448666937246685,8.594671173979751,1,7.455267599394684,0.2304062605764648,0.0,0.0124753582904906,6.4208216229260096,78.5813473096696,0.0335045212177697,0.2744074488641319,-0.0357710138037866,546.0,0.0387648783673474,0.6950651559183678,-4.69
-4.904246822123644,65.24236762638546,1,0.5580567529052485,14.708163850330063,58.00469945116258,8.898979485566356,0,3.0249052127836933,0.4362537855285536,0.0576617826617825,0.0337690955783708,0.0,300.3747982403836,0.027769571953226,0.1451785917736,2.031447054570544,1726.0,-0.447085230769231,-0.8536402662721899,-4.28
1.6337967224129748,65.25392665267077,0,0.0990047979551558,14.70030686298926,12.13273413692322,23.736291346665404,0,11.836103855513926,0.2602697809890712,0.1129904097646034,0.0431868591998744,12.13273413692322,234.551480575013,0.0700789158872567,0.7227381507065209,1.124660188845304,1478.0,-2.0174243004001235,-2.519917305016933,-0.742
-1.1914635302044123,28.72528958917005,1,0.8816674695738641,20.57851258024616,22.590870627068057,0.0,0,16.4717912538188,0.5904362833084089,0.0,0.0023508642234415,4.930467979059025,120.44216578067888,0.0121052345086055,0.0,0.1346852509225146,2848.0,-0.007396,-0.0101999999999999,-1.0
-1.1956906928912894,25.69832886099526,1,0.4633188235989277,14.651578226589454,6.06636706846161,7.358797096569131,0,3.145515204163332,0.456101091120817,0.0609090909090908,0.039693259983238,6.06636706846161,157.14098174016027,0.0544313524542388,0.5164010292741372,0.5918418823717864,462.0,0.384855466666666,0.5946619911111093,-1.01
-3.3687625528744456,41.31590708808445,1,0.1611095477235827,14.65045727216768,13.847474399381248,16.913960904630937,1,11.027838910036245,0.3554210501595626,0.0544927536231882,0.0220513187667431,12.84164324585202,279.8724809055978,0.0276715477030939,0.4457640057806245,1.0051375240289158,1286.0,1.4856037317073156,2.7093973634741224,-5.16
-0.8194067074709033,22.853496664211537,1,0.4295454814255828,14.702713892257476,23.97975839243781,5.16852706778819,0,6.7283331305829,0.6535212480354065,0.0803571428571429,0.0297250543048223,0.0,182.40174631100675,0.0338529513411579,0.2480603029243566,0.247465312459934,736.0,-0.2146731999999999,0.3691311599999997,-1.77
-4.017807577595526,43.83184756464779,1,0.2483843623980058,14.701789235346569,19.420578929450517,19.474755557248905,1,12.651079544653332,0.2141936321695983,0.0198333333333332,0.0089550583397263,81.11421727488755,152.38522698174702,0.0248704985649743,0.2183153059963904,-0.0849910895240191,978.0,-0.1042527407407459,0.2976904197530844,-3.817
-3.422243802004493,29.78051841999937,1,0.4369159040197206,14.702719195759263,39.02784531432067,7.289847411347834,0,6.747894052476771,0.2208765715814557,0.0,0.0046181760564586,13.344558822616634,91.64753794058424,0.0220480118913392,0.153682247370999,-0.0237299010315284,444.0,-0.0049090364203951,0.0679641082206035,-3.3
-1.1229889280331833,19.74937501201927,1,0.1999999999999999,20.418340911229283,32.10410811463005,3.5355339059327378,0,3.3547476161633343,0.2350451878756692,0.0,0.0014207633674969,0.0,42.04965227995013,0.0218439910095916,0.0,-0.0067018941101839,190.0,1.1399074986398165e-15,-0.0395266666666654,-2.64
-1.906195607248686,26.578444436108757,1,0.528313435157089,14.70816470062238,20.771211599071872,8.85347358264538,0,6.517919588417309,0.2314252028779518,0.039141414141414,0.0080412196310627,36.010351853732985,79.92853106941489,0.0291892868906911,0.1600752776488599,0.1535975254562485,442.0,-0.0773381307966694,0.0571409179548165,-2.32
-2.004510367802073,16.387259602777974,1,0.4415710057337216,20.41286863799316,13.344558822616634,2.8284271247461903,0,4.134273791300359,0.3146849835798618,0.0,0.0024120911984212,6.4208216229260096,90.02423031048035,0.0190634785905263,0.0,0.1700620673105189,442.0,-0.0022022908163262,-0.1218772346938773,-2.03
-2.483689537904911,38.23693027897291,1,0.2864541595597786,14.707168098325306,12.990104268152232,17.13223108406188,1,10.595031427108802,0.2317807073482658,0.063690476190476,0.0181644019146377,78.53245384282822,151.8495731432589,0.0548999407728788,0.2527975948262796,0.5223650188873331,864.0,-0.3592579200000004,-0.0992067200000001,-4.955
-2.1299107218088973,33.15450936039659,1,0.3116903930765027,20.460198136678176,34.802819670697545,3.4641016151377544,0,3.525913066591876,0.5204260414863776,0.0,0.0073553989358213,6.923737199690624,193.52175716617572,0.0058507021927552,0.0,-0.1441921445050067,942.0,-0.0464941406249999,1.1075413125,-2.0
-0.9944175574732804,30.004281985031803,1,0.3339838041144836,14.702150929534524,0.0,8.302710703768229,0,6.797735448142737,0.46091637607392,0.1696969696969694,0.0246534094844387,24.26546827384644,165.04521459897296,0.0564971028572848,0.3067082549067169,0.7010711464726732,706.0,-0.0140889999999998,1.3180540000000005,-1.34
-1.4734632354264896,24.18947501009619,1,0.337953349194981,20.36375209430473,29.78081546406353,2.449489742783178,0,2.370879806465334,0.6131471927654584,0.0,0.0051866739594627,0.0,174.16447636149604,0.0126518154340354,0.0,0.3744434684214442,652.0,-0.036736111111111,0.3347403333333333,-1.64
-1.9719886808931744,46.529325012980806,1,0.1666666666666666,14.650457272167678,0.0,11.141620172685643,0,3.0390913701225,0.4600312555719781,0.0,0.0386808602304109,0.0,276.9193393176185,0.0312840636450727,0.683883609802416,0.8042836786763862,750.0,1.4954239999999994,1.3603669999999992,-2.89
-2.916172212561415,55.80832258796112,1,0.201322891702834,14.701791935132658,35.353919994132795,13.926615157286852,1,11.033903037390296,0.4411317249554516,0.0,0.0170041941633935,12.84164324585202,258.8083796952115,0.0188844698868688,0.1988647565772883,-0.1174417616365013,1958.0,-0.047674222222222,1.3970907777777777,-5.4
-2.485961109091407,37.714826741747245,1,0.228103690352701,14.707365213869728,0.0,13.13412985413952,1,17.039454452336976,0.4010526396694458,0.0,0.022199878657725,39.29588868899501,175.9932436595027,0.0255339618773829,0.327742380620726,0.7789513080827658,1450.0,-0.7131054857142853,3.915107381224488,-3.658
-3.0063613834418064,25.931763284444852,1,0.4718237804038441,14.702719664355197,26.689117645233267,6.473350830420108,0,6.076807390600713,0.2304353231482173,0.0,0.005009124886017,12.84164324585202,74.46137420818424,0.0218432427752771,0.1742820756953632,-0.0198341370540626,406.0,-0.0044317551020404,0.0778972244897959,-2.58
-4.71013199860684,41.39499298337304,1,0.0887914314312184,20.24491316715521,0.0,8.898979485566356,1,7.246254850912801,0.1978749221194441,0.0,0.0011777570680436,74.9231321483257,99.45451466212924,0.0203571268007763,0.0,0.4498651637685408,450.0,1.482450566747673e-15,0.1195286400000008,-5.23
-2.165038744979885,19.35137166788568,1,0.5695523771328286,14.70271965446457,19.765380445542643,5.16852706778819,0,4.734521862504,0.2563824720059591,0.0,0.0059261874787793,13.344558822616634,76.97906327660054,0.0220131168227588,0.2108411671311177,0.0466908253629464,330.0,-0.0032179834710738,0.0987660826446279,-1.45
1.0804224982126087,21.95500746208832,1,0.3348258433340383,14.707156641111798,0.0,3.644923705673916,0,2.240981516053715,0.3713337982794685,0.261111111111111,0.045127905740499,0.0,83.1470647194212,0.0789625804418196,0.8424461846060188,0.1919837074900041,308.0,-0.7211540408163253,-0.988706857142856,1.12
-3.5659100952418843,50.64635140323914,1,0.189695759554743,14.700233568005686,11.600939890232516,15.72746545993356,1,12.811419488280004,0.4984636183301164,0.1238095238095237,0.0250777747232759,12.13273413692322,374.0591132716795,0.0262679415773262,0.3438394039993223,1.8312394912272407,2078.0,-0.1662139885204102,1.2248419426020405,-2.68
-2.968502394121514,26.78820794614243,1,0.1215001410852428,20.265273693408997,38.112942673227685,7.31835698204925,0,5.8708083282858325,0.2137135814081428,0.0,0.0020864980740403,23.96854622924601,96.38347264168344,0.0265331995011348,0.0,0.4522245377616324,374.0,3.2165147089023726e-16,0.0266805000000002,-3.76
-1.3531077339907736,20.177181234846262,1,0.6736664645332388,14.702720127196825,6.4208216229260096,5.059137268047012,0,3.828753554084117,0.2987300025964772,0.0,0.0072736522801233,12.84164324585202,62.04945785799592,0.0228322869885606,0.2493354663015892,-0.0454025199196935,290.0,2.2120997536617851e-16,0.0599461453287195,-0.6
-1.364304252980212,21.0,1,0.1666666666666666,20.28052627611553,36.39820241076966,4.242640687119286,0,3.019272854547,0.2789429456511298,0.0,0.0038773749072444,0.0,98.46233185552369,0.0360364624131793,0.0,0.3887718240416634,222.0,-6.561418075534766e-20,-0.0355739999999999,-1.64
-1.701736293467495,24.712370055513823,1,0.6938979238553065,14.706463317429446,18.19910120538483,5.6568542494923815,0,3.861248463396,0.3179455553999495,0.0,0.0195088911467839,12.13273413692322,95.93053757689898,0.0446008702419481,0.235074275311484,0.5807631100319319,324.0,0.0183870000000004,-0.3054129374999989,-1.85
-6.837688204654549,64.53106537470407,0,0.0948993931375681,20.265083325304214,82.27016772500902,14.69518130514858,0,8.859187643184965,0.3058112003733806,0.0,0.0049451938437415,35.392371257240434,361.7737463207749,0.0164538722855207,0.0,1.0942815309276108,1958.0,0.0065090318877537,1.378231209183674,-7.15
-3.9834785828916974,46.82109597482322,1,0.2111675963146329,13.303154012401045,30.33183534230805,17.184601742400222,1,8.190072352537541,0.3379157981154043,0.0256822887257669,0.0165665847122944,23.762552697081823,215.13981703158836,0.0490518135284161,0.0819433327613094,0.9291796222847916,962.0,-0.13946912,-0.3927567999999999,-3.37
-1.3471543688016214,18.405957256240747,1,0.6450606145211832,14.70271976222853,20.771211599071872,4.87656659757667,0,4.063287563332421,0.2748250104532309,0.0,0.0065686304165065,6.923737199690624,83.84262119919865,0.0182671808524528,0.2376678763706875,0.0750278015670426,292.0,-0.0024476454293624,0.1809264044321326,-0.72
-2.332420418988552,20.4369801593275,1,0.4058002702852996,20.43030676847672,13.847474399381248,4.242640687119286,0,7.782763285485807,0.2539707371322467,0.0,0.0024310195619393,24.3473504593456,78.1356619984485,0.021305432274839,0.0,0.1959037376297108,486.0,0.0109643310657601,-0.057223630385487,-2.58
-0.8182970716395099,17.395894410479876,1,0.6768610986477239,14.708165461565637,20.771211599071872,4.012289773726411,0,3.576219349173777,0.2721799490905406,0.0753968253968254,0.0124964290513531,5.41499046939678,60.48297224863242,0.0382574284196469,0.277675565098879,0.075014868694453,256.0,-0.0951413827160489,-0.08914424691358,-0.4
-1.9100885629909348,26.145699318816817,1,0.4327992658817615,14.651578510996792,12.13273413692322,7.91607396349462,0,3.854165760076277,0.4130209323544854,0.0,0.0309087380889489,6.06636706846161,140.66410998292992,0.0427436703591191,0.4823129385918406,0.6523146127362108,500.0,0.6037026666666665,0.1047024444444444,-1.96
-1.6752070385751994,22.722525673381703,1,0.5915263604723827,14.708165151947732,20.268296022307258,5.267584713501615,0,4.928582617861332,0.2398021753972368,0.0550925925925925,0.0093457333444239,19.765380445542643,69.81126152536297,0.0296409581782246,0.2112151086400995,0.1481884069974997,332.0,-0.0851666944444438,0.1826631944444446,-0.98
-4.364105971730233,50.98395677368063,1,0.2182028403104167,14.700997430305124,18.19910120538483,16.372845767031777,1,9.442474163289804,0.2798062644467993,0.0242424242424242,0.0279666957858277,43.32193961046029,198.85266625136504,0.048111580841168,0.3526546654442796,1.499819405212204,936.0,-0.1700895395597864,0.8694443069601415,-4.7
